expense_date,expense_head,basis,building,amount,description
2026-07-31,Building AC Maintenance,Building,TWR-45,86.68,Building AC Maintenance
2026-07-31,Building AC Maintenance,Building,TWR-58,86.68,Building AC Maintenance
2026-07-31,Building AC Maintenance,Building,UG-169,243.79,Building AC Maintenance
2026-07-31,Building AC Maintenance,Building,UG-20,432.73,Building AC Maintenance
2026-07-31,Building Maintenance,Building,AK-12,620.78,Building Maintenance
2026-07-31,Building Maintenance,Building,AK-12,10.30,Building Maintenance
2026-07-31,Building Maintenance,Building,AK-12,30.25,Building Maintanance
2026-07-31,Building Maintenance,Building,DAJ-21,2763.23,Building Maintenance
2026-07-31,Building Maintenance,Building,DAJ-21,45.86,Building Maintenance
2026-07-31,Building Maintenance,Building,DAJ-21,134.66,Building Maintanance
2026-07-31,Building Maintenance,Building,MQ-56,511.01,Building Maintenance
2026-07-31,Building Maintenance,Building,MQ-56,8.48,Building Maintenance
2026-07-31,Building Maintenance,Building,MQ-56,24.90,Building Maintanance
2026-07-31,Building Maintenance,Building,MR-130,1158.29,Building Maintenance
2026-07-31,Building Maintenance,Building,MR-130,19.22,Building Maintenance
2026-07-31,Building Maintenance,Building,MR-130,56.45,Building Maintanance
2026-07-31,Building Maintenance,Building,MT-21,681.34,Building Maintenance
2026-07-31,Building Maintenance,Building,MT-21,11.31,Building Maintenance
2026-07-31,Building Maintenance,Building,MT-21,33.20,Building Maintanance
2026-07-31,Building Maintenance,Building,OG-48,1771.50,Building Maintenance
2026-07-31,Building Maintenance,Building,OG-48,29.40,Building Maintenance
2026-07-31,Building Maintenance,Building,OG-48,86.33,Building Maintanance
2026-07-31,Building Maintenance,Building,TV-20,590.50,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-20,9.80,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-20,28.78,Building Maintanance
2026-07-31,Building Maintenance,Building,TV-27,473.16,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-27,7.85,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-27,23.06,Building Maintanance
2026-07-31,Building Maintenance,Building,TV-66,476.94,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-66,7.91,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-66,23.24,Building Maintanance
2026-07-31,Building Maintenance,Building,TV-68,529.93,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-68,8.79,Building Maintenance
2026-07-31,Building Maintenance,Building,TV-68,25.83,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-12,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-12,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-12,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-16,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-16,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-16,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-17,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-17,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-17,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-19,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-19,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-19,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-20,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-20,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-20,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-35,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-35,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-35,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-37,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-37,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-37,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-39,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-39,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-39,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-45,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-45,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-45,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,TWR-58,242.26,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-58,4.02,Building Maintenance
2026-07-31,Building Maintenance,Building,TWR-58,11.81,Building Maintanance
2026-07-31,Building Maintenance,Building,UG-169,681.34,Building Maintenance
2026-07-31,Building Maintenance,Building,UG-169,11.31,Building Maintenance
2026-07-31,Building Maintenance,Building,UG-169,33.20,Building Maintanance
2026-07-31,Building Maintenance,Building,UG-20,1209.39,Building Maintenance
2026-07-31,Building Maintenance,Building,UG-20,20.07,Building Maintenance
2026-07-31,Building Maintenance,Building,UG-20,58.94,Building Maintanance
2026-07-31,Cleaning Pest Control,Building,AK-12,63.06,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,DAJ-21,280.70,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,MQ-56,51.91,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,MR-130,117.66,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,MT-21,69.21,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,OG-48,179.96,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TV-20,59.99,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TV-27,48.07,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TV-66,48.45,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TV-68,53.83,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-12,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-16,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-17,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-19,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-20,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-35,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-37,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-39,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-45,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,TWR-58,24.61,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,UG-169,69.21,Cleaning Pest Control
2026-07-31,Cleaning Pest Control,Building,UG-20,122.85,Cleaning Pest Control
2026-07-31,Commission on Sales,Building,AK-12,180.26,Commission on Sales
2026-07-31,Commission on Sales,Building,DAJ-21,802.39,Commission on Sales
2026-07-31,Commission on Sales,Building,MQ-56,148.39,Commission on Sales
2026-07-31,Commission on Sales,Building,MR-130,336.35,Commission on Sales
2026-07-31,Commission on Sales,Building,MT-21,197.85,Commission on Sales
2026-07-31,Commission on Sales,Building,OG-48,514.41,Commission on Sales
2026-07-31,Commission on Sales,Building,TV-20,171.47,Commission on Sales
2026-07-31,Commission on Sales,Building,TV-27,137.40,Commission on Sales
2026-07-31,Commission on Sales,Building,TV-66,138.50,Commission on Sales
2026-07-31,Commission on Sales,Building,TV-68,153.88,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-12,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-16,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-17,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-19,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-20,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-35,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-37,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-39,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-45,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,TWR-58,70.35,Commission on Sales
2026-07-31,Commission on Sales,Building,UG-169,197.85,Commission on Sales
2026-07-31,Commission on Sales,Building,UG-20,351.18,Commission on Sales
2026-07-31,Depreciation,Common,,24492.04,Depreciation Furniture and Fittings (workbook allocated it per building; the chart carries it as a common cost)
2026-07-31,Electricity Buildings,Building,AK-12,395.66,Electricity Buildings
2026-07-31,Electricity Buildings,Building,DAJ-21,1761.15,Electricity Buildings
2026-07-31,Electricity Buildings,Building,MQ-56,325.69,Electricity Buildings
2026-07-31,Electricity Buildings,Building,MR-130,738.24,Electricity Buildings
2026-07-31,Electricity Buildings,Building,MT-21,434.26,Electricity Buildings
2026-07-31,Electricity Buildings,Building,OG-48,1129.07,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TV-20,376.36,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TV-27,301.57,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TV-66,303.98,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TV-68,337.76,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-12,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-16,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-17,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-19,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-20,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-35,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-37,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-39,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-45,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,TWR-58,154.40,Electricity Buildings
2026-07-31,Electricity Buildings,Building,UG-169,434.26,Electricity Buildings
2026-07-31,Electricity Buildings,Building,UG-20,770.81,Electricity Buildings
2026-07-31,Electricity Office,Common,,3623.00,KAHRAMA-OFFICE
2026-07-31,IT & Software,Common,,7610.00,IT & SOFTWARE EXPENSES
2026-07-31,Marketing Expenses,Building,AK-12,90.73,Marketing Expenses
2026-07-31,Marketing Expenses,Building,DAJ-21,403.84,Marketing Expenses
2026-07-31,Marketing Expenses,Building,MQ-56,74.68,Marketing Expenses
2026-07-31,Marketing Expenses,Building,MR-130,169.28,Marketing Expenses
2026-07-31,Marketing Expenses,Building,MT-21,99.58,Marketing Expenses
2026-07-31,Marketing Expenses,Building,OG-48,258.90,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TV-20,86.30,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TV-27,69.15,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TV-66,69.70,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TV-68,77.45,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-12,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-16,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-17,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-19,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-20,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-35,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-37,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-39,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-45,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,TWR-58,35.41,Marketing Expenses
2026-07-31,Marketing Expenses,Building,UG-169,99.58,Marketing Expenses
2026-07-31,Marketing Expenses,Building,UG-20,176.75,Marketing Expenses
2026-07-31,Office Rent,Common,,22000.00,OFFICE RENT
2026-07-31,Repairs & Maintenance,Common,,75000.00,OTHER  MAINTENANCE-SHAKAMA
2026-07-31,Repairs & Maintenance Equipment,Building,AK-12,1.34,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,DAJ-21,5.97,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,MQ-56,1.10,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,MR-130,2.50,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,MT-21,1.47,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,OG-48,3.83,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TV-20,1.28,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TV-27,1.02,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TV-66,1.03,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TV-68,1.14,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-12,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-16,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-17,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-19,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-20,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-35,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-37,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-39,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-45,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,TWR-58,0.52,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,UG-169,1.47,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Equipment,Building,UG-20,2.61,Repairs & Maintanance Equipments
2026-07-31,Repairs & Maintenance Vehicle,Common,,2000.00,RENT A CAR
2026-07-31,Repairs & Maintenance Vehicle,Common,,1715.00,VEHICLE MAINTENANCE
2026-07-31,Salary,Common,,63720.00,SALARY - STAFFS
2026-07-31,Salary Watchmen,Building,AK-12,17.88,Salary Watchmen
2026-07-31,Salary Watchmen,Building,DAJ-21,79.57,Salary Watchmen
2026-07-31,Salary Watchmen,Building,MQ-56,14.72,Salary Watchmen
2026-07-31,Salary Watchmen,Building,MR-130,33.36,Salary Watchmen
2026-07-31,Salary Watchmen,Building,MT-21,19.62,Salary Watchmen
2026-07-31,Salary Watchmen,Building,OG-48,51.02,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TV-20,17.01,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TV-27,13.63,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TV-66,13.73,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TV-68,15.26,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-12,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-16,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-17,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-19,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-20,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-35,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-37,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-39,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-45,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,TWR-58,6.98,Salary Watchmen
2026-07-31,Salary Watchmen,Building,UG-169,19.62,Salary Watchmen
2026-07-31,Salary Watchmen,Building,UG-20,34.83,Salary Watchmen
2026-07-31,Sponsor Fees,Common,,5935.00,SPONSOR SHIP FEES
2026-07-31,Staff Transportation,Common,,2145.00,TRANSPORTATION
2026-07-31,Temporary Staff,Building,AK-12,147.82,Temporary Staff
2026-07-31,Temporary Staff,Building,DAJ-21,657.96,Temporary Staff
2026-07-31,Temporary Staff,Building,MQ-56,121.68,Temporary Staff
2026-07-31,Temporary Staff,Building,MR-130,275.80,Temporary Staff
2026-07-31,Temporary Staff,Building,MT-21,162.24,Temporary Staff
2026-07-31,Temporary Staff,Building,OG-48,421.82,Temporary Staff
2026-07-31,Temporary Staff,Building,TV-20,140.61,Temporary Staff
2026-07-31,Temporary Staff,Building,TV-27,112.67,Temporary Staff
2026-07-31,Temporary Staff,Building,TV-66,113.57,Temporary Staff
2026-07-31,Temporary Staff,Building,TV-68,126.19,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-12,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-16,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-17,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-19,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-20,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-35,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-37,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-39,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-45,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,TWR-58,57.68,Temporary Staff
2026-07-31,Temporary Staff,Building,UG-169,162.24,Temporary Staff
2026-07-31,Temporary Staff,Building,UG-20,287.97,Temporary Staff
2026-07-31,Utility Expenses,Common,,112.00,FOOD EXPENSES
2026-07-31,Utility Expenses,Common,,4791.00,OFFICE EXPENSES
2026-07-31,Vehicle Fuel,Common,,3772.91,FUEL-VEHICLES
2026-07-31,Visa & Immigration,Common,,60.00,QID & VISA EXP-STAFFS
2026-07-31,Wifi & Mobile Buildings,Building,AK-12,15.55,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,DAJ-21,69.23,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,MQ-56,12.80,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,MR-130,29.02,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,MT-21,17.07,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,OG-48,44.38,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,TV-20,14.79,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,TV-27,11.85,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,TV-66,11.95,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,TV-68,13.28,Wifi & Mobile Buildings
2026-07-31,Wifi & Mobile Buildings,Building,TWR-12,6.07,Wifi & Mobile Buildings
